store_id,item_id,holding_cost
TX,HOUSEHOLD_2_415,0.496
TX,HOUSEHOLD_2_416,0.654
TX,HOUSEHOLD_2_417,0.794
TX,HOUSEHOLD_2_418,0.556
TX,HOUSEHOLD_2_419,1.094
TX,HOUSEHOLD_2_420,1.134
TX,HOUSEHOLD_2_421,0.934
TX,HOUSEHOLD_2_422,0.988
TX,HOUSEHOLD_2_423,0.654
TX,HOUSEHOLD_2_424,0.576
TX,HOUSEHOLD_2_425,1.594
TX,HOUSEHOLD_2_426,1.194
TX,HOUSEHOLD_2_427,0.594
TX,HOUSEHOLD_2_428,1.588
TX,HOUSEHOLD_2_429,1.296
TX,HOUSEHOLD_2_430,0.794
TX,HOUSEHOLD_2_431,1.894
TX,HOUSEHOLD_2_432,1.094
TX,HOUSEHOLD_2_433,1.194
TX,HOUSEHOLD_2_434,0.376
TX,HOUSEHOLD_2_435,1.194
TX,HOUSEHOLD_2_436,0.384
TX,HOUSEHOLD_2_437,1.534
TX,HOUSEHOLD_2_438,1.794
TX,HOUSEHOLD_2_439,1.094
TX,HOUSEHOLD_2_440,0.194
TX,HOUSEHOLD_2_441,0.894
TX,HOUSEHOLD_2_442,0.296
TX,HOUSEHOLD_2_443,0.934
TX,HOUSEHOLD_2_444,1.294
TX,HOUSEHOLD_2_445,1.296
TX,HOUSEHOLD_2_446,4.4
TX,HOUSEHOLD_2_447,0.394
TX,HOUSEHOLD_2_448,0.994
TX,HOUSEHOLD_2_449,1.134
TX,HOUSEHOLD_2_450,1.794
TX,HOUSEHOLD_2_451,0.684
TX,HOUSEHOLD_2_452,1.294
TX,HOUSEHOLD_2_453,1.294
TX,HOUSEHOLD_2_454,1.594
TX,HOUSEHOLD_2_455,1.388
TX,HOUSEHOLD_2_456,1.694
TX,HOUSEHOLD_2_457,1.294
TX,HOUSEHOLD_2_458,0.796
TX,HOUSEHOLD_2_459,3.588
TX,HOUSEHOLD_2_460,1.194
TX,HOUSEHOLD_2_461,1.994
TX,HOUSEHOLD_2_462,1.694
TX,HOUSEHOLD_2_463,1.094
TX,HOUSEHOLD_2_464,0.576
TX,HOUSEHOLD_2_465,1.454
TX,HOUSEHOLD_2_466,3.364
TX,HOUSEHOLD_2_467,0.794
TX,HOUSEHOLD_2_468,1.854
TX,HOUSEHOLD_2_469,0.594
TX,HOUSEHOLD_2_470,0.194
TX,HOUSEHOLD_2_471,0.594
TX,HOUSEHOLD_2_472,1.254
TX,HOUSEHOLD_2_473,1.494
TX,HOUSEHOLD_2_474,1.394
TX,HOUSEHOLD_2_475,0.994
TX,HOUSEHOLD_2_476,0.794
TX,HOUSEHOLD_2_477,1.194
TX,HOUSEHOLD_2_478,0.988
TX,HOUSEHOLD_2_479,1.188
TX,HOUSEHOLD_2_480,1.054
TX,HOUSEHOLD_2_481,1.594
TX,HOUSEHOLD_2_482,1.188
TX,HOUSEHOLD_2_483,0.854
TX,HOUSEHOLD_2_484,1.394
TX,HOUSEHOLD_2_485,1.394
TX,HOUSEHOLD_2_486,1.194
TX,HOUSEHOLD_2_487,1.996
TX,HOUSEHOLD_2_488,0.854
TX,HOUSEHOLD_2_489,2.894
TX,HOUSEHOLD_2_490,0.696
TX,HOUSEHOLD_2_491,1.394
TX,HOUSEHOLD_2_492,1.194
TX,HOUSEHOLD_2_493,0.388
TX,HOUSEHOLD_2_494,1.188
TX,HOUSEHOLD_2_495,1.094
TX,HOUSEHOLD_2_496,0.296
TX,HOUSEHOLD_2_497,1.094
TX,HOUSEHOLD_2_498,0.596
TX,HOUSEHOLD_2_499,0.394
TX,HOUSEHOLD_2_500,1.168
TX,HOUSEHOLD_2_501,1.694
TX,HOUSEHOLD_2_502,1.694
TX,HOUSEHOLD_2_503,1.188
TX,HOUSEHOLD_2_504,0.384
TX,HOUSEHOLD_2_505,0.994
TX,HOUSEHOLD_2_506,1.3
TX,HOUSEHOLD_2_507,1.394
TX,HOUSEHOLD_2_508,2.974
TX,HOUSEHOLD_2_509,1.794
TX,HOUSEHOLD_2_510,0.854
TX,HOUSEHOLD_2_511,0.574
TX,HOUSEHOLD_2_512,0.794
TX,HOUSEHOLD_2_513,0.556
TX,HOUSEHOLD_2_514,3.794
TX,HOUSEHOLD_2_515,0.394
TX,HOUSEHOLD_2_516,1.188
TX,FOODS_1_001,0.8
TX,FOODS_1_002,3.152
TX,FOODS_1_003,1.152
TX,FOODS_1_004,0.712
TX,FOODS_1_005,1.176
TX,FOODS_1_006,0.788
TX,FOODS_1_008,1.312
TX,FOODS_1_009,1.072
TX,FOODS_1_010,2.684
TX,FOODS_1_011,0.912
TX,FOODS_1_012,2.684
TX,FOODS_1_013,0.5
TX,FOODS_1_014,0.392
TX,FOODS_1_015,1.112
TX,FOODS_1_016,0.784
TX,FOODS_1_017,1.072
TX,FOODS_1_018,0.368
TX,FOODS_1_019,0.388
TX,FOODS_1_020,1.0
TX,FOODS_1_021,0.392
TX,FOODS_1_022,2.316
TX,FOODS_1_023,2.684
TX,FOODS_1_024,1.588
TX,FOODS_1_025,1.576
TX,FOODS_1_026,2.552
TX,FOODS_1_027,0.712
TX,FOODS_1_028,0.992
TX,FOODS_1_029,1.272
TX,FOODS_1_030,1.112
TX,FOODS_1_031,1.176
TX,FOODS_1_032,0.368
TX,FOODS_1_033,2.316
TX,FOODS_1_034,2.42
TX,FOODS_1_035,0.912
TX,FOODS_1_036,0.6
TX,FOODS_1_037,1.188
TX,FOODS_1_038,3.188
TX,FOODS_1_039,0.992
TX,FOODS_1_040,0.704
TX,FOODS_1_041,0.848
TX,FOODS_1_042,0.392
TX,FOODS_1_043,0.712
TX,FOODS_1_044,1.0
TX,FOODS_1_045,0.704
TX,FOODS_1_046,0.368
TX,FOODS_1_047,1.176
TX,FOODS_1_048,2.392
TX,FOODS_1_049,0.872
TX,FOODS_1_050,2.392
TX,FOODS_1_051,1.548
TX,FOODS_1_052,0.392
TX,FOODS_1_053,2.512
TX,FOODS_1_054,0.672
TX,FOODS_1_055,1.248
TX,FOODS_1_056,0.896
TX,FOODS_1_057,1.072
TX,FOODS_1_058,0.712
TX,FOODS_1_059,2.684
TX,FOODS_1_060,0.672
TX,FOODS_1_061,0.8
TX,FOODS_1_062,1.272
TX,FOODS_1_063,0.788
TX,FOODS_1_064,1.016
TX,FOODS_1_065,1.176
TX,FOODS_1_066,0.532
TX,FOODS_1_067,0.788
TX,FOODS_1_068,1.432
TX,FOODS_1_069,0.872
TX,FOODS_1_070,0.392
TX,FOODS_1_071,0.788
TX,FOODS_1_072,1.588
TX,FOODS_1_073,0.704
TX,FOODS_1_074,0.848
TX,FOODS_1_075,1.176
TX,FOODS_1_076,2.512
TX,FOODS_1_077,1.188
TX,FOODS_1_078,1.296
TX,FOODS_1_079,2.228
TX,FOODS_1_080,2.788
TX,FOODS_1_081,2.684
TX,FOODS_1_082,0.392
TX,FOODS_1_083,0.788
TX,FOODS_1_084,2.4
TX,FOODS_1_085,0.368
TX,FOODS_1_086,0.592
TX,FOODS_1_087,2.684
TX,FOODS_1_088,1.588
TX,FOODS_1_089,1.296
TX,FOODS_1_090,1.176
TX,FOODS_1_091,0.952
TX,FOODS_1_092,0.712
TX,FOODS_1_093,2.684
TX,FOODS_1_094,1.176
TX,FOODS_1_095,1.488
TX,FOODS_1_096,2.764
TX,FOODS_1_097,0.392
TX,FOODS_1_098,2.632
TX,FOODS_1_099,0.392
TX,FOODS_1_101,0.788
TX,FOODS_1_102,0.6
TX,FOODS_1_103,1.272
TX,FOODS_1_104,1.176
TX,FOODS_1_105,0.752
TX,FOODS_1_106,1.176
TX,FOODS_1_107,2.4
TX,FOODS_1_108,1.0
TX,FOODS_1_109,0.8
TX,FOODS_1_110,0.712
TX,FOODS_1_111,2.392
TX,FOODS_1_112,0.792
TX,FOODS_1_113,0.392
TX,FOODS_1_114,1.176
TX,FOODS_1_115,1.432
TX,FOODS_1_116,0.872
TX,FOODS_1_117,0.8
TX,FOODS_1_118,0.392
TX,FOODS_1_119,1.176
TX,FOODS_1_120,0.712
TX,FOODS_1_121,0.4
TX,FOODS_1_122,0.792
TX,FOODS_1_123,0.912
TX,FOODS_1_124,0.8
TX,FOODS_1_125,1.992
TX,FOODS_1_126,1.072
TX,FOODS_1_127,0.704
TX,FOODS_1_128,1.272
TX,FOODS_1_129,2.764
TX,FOODS_1_130,0.6
TX,FOODS_1_131,1.112
TX,FOODS_1_132,0.712
TX,FOODS_1_133,1.112
TX,FOODS_1_134,0.792
TX,FOODS_1_135,0.872
TX,FOODS_1_136,1.588
TX,FOODS_1_137,0.788
TX,FOODS_1_138,0.872
TX,FOODS_1_139,0.392
TX,FOODS_1_140,2.552
TX,FOODS_1_141,1.176
TX,FOODS_1_142,0.5
TX,FOODS_1_143,0.788
TX,FOODS_1_144,2.672
TX,FOODS_1_145,0.392
TX,FOODS_1_146,0.848
TX,FOODS_1_147,2.288
TX,FOODS_1_148,2.288
TX,FOODS_1_149,0.392
TX,FOODS_1_150,1.588
TX,FOODS_1_151,3.992
TX,FOODS_1_152,2.792
TX,FOODS_1_153,0.672
TX,FOODS_1_154,0.5
TX,FOODS_1_155,0.392
TX,FOODS_1_156,1.072
TX,FOODS_1_157,1.784
TX,FOODS_1_158,1.992
TX,FOODS_1_159,1.784
TX,FOODS_1_160,0.896
TX,FOODS_1_161,0.368
TX,FOODS_1_162,0.712
TX,FOODS_1_163,0.392
TX,FOODS_1_164,2.684
TX,FOODS_1_166,0.8
TX,FOODS_1_167,1.588
TX,FOODS_1_168,0.8
TX,FOODS_1_169,1.072
TX,FOODS_1_170,2.684
TX,FOODS_1_171,2.684
TX,FOODS_1_172,0.616
TX,FOODS_1_173,0.788
TX,FOODS_1_174,1.588
TX,FOODS_1_175,1.152
TX,FOODS_1_176,1.188
TX,FOODS_1_177,3.188
TX,FOODS_1_178,3.588
TX,FOODS_1_179,1.432
TX,FOODS_1_180,3.552
TX,FOODS_1_181,0.512
TX,FOODS_1_182,0.788
TX,FOODS_1_183,1.152
TX,FOODS_1_184,0.4
TX,FOODS_1_185,0.8
TX,FOODS_1_186,2.392
TX,FOODS_1_187,3.188
TX,FOODS_1_188,1.192
TX,FOODS_1_189,1.116
TX,FOODS_1_190,0.392
TX,FOODS_1_191,2.244
TX,FOODS_1_192,0.952
TX,FOODS_1_193,2.288
TX,FOODS_1_194,1.588
TX,FOODS_1_195,0.848
TX,FOODS_1_196,0.788
TX,FOODS_1_197,1.588
TX,FOODS_1_198,0.912
TX,FOODS_1_199,2.684
TX,FOODS_1_200,0.392
TX,FOODS_1_201,0.8
TX,FOODS_1_202,0.392
TX,FOODS_1_203,0.8
TX,FOODS_1_204,0.368
TX,FOODS_1_205,1.896
TX,FOODS_1_206,0.632
TX,FOODS_1_207,1.248
TX,FOODS_1_208,0.712
TX,FOODS_1_209,0.952
TX,FOODS_1_210,0.712
TX,FOODS_1_211,2.244
TX,FOODS_1_212,2.512
TX,FOODS_1_213,0.952
TX,FOODS_1_214,1.056
TX,FOODS_1_215,0.672
TX,FOODS_1_216,1.944
TX,FOODS_1_217,1.176
TX,FOODS_1_218,0.368
TX,FOODS_1_219,0.8
TX,FOODS_2_001,0.664
TX,FOODS_2_002,0.752
TX,FOODS_2_003,0.788
TX,FOODS_2_004,1.512
TX,FOODS_2_005,1.3
TX,FOODS_2_006,3.548
TX,FOODS_2_007,1.072
TX,FOODS_2_008,1.032
TX,FOODS_2_009,0.472
TX,FOODS_2_010,0.992
TX,FOODS_2_011,1.072
TX,FOODS_2_012,1.188
TX,FOODS_2_013,0.628
TX,FOODS_2_014,0.832
TX,FOODS_2_015,1.108
TX,FOODS_2_016,0.4
TX,FOODS_2_017,1.584
TX,FOODS_2_018,2.792
TX,FOODS_2_019,1.168
TX,FOODS_2_020,0.784
TX,FOODS_2_021,0.232
TX,FOODS_2_022,2.792
TX,FOODS_2_023,0.512
TX,FOODS_2_024,0.992
TX,FOODS_2_025,1.3
TX,FOODS_2_026,0.784
TX,FOODS_2_027,0.792
TX,FOODS_2_028,1.512
TX,FOODS_2_029,4.192
TX,FOODS_2_030,1.312
TX,FOODS_2_031,0.752
TX,FOODS_2_032,0.752
TX,FOODS_2_033,0.8
TX,FOODS_2_034,0.784
TX,FOODS_2_035,2.144
TX,FOODS_2_036,1.7
TX,FOODS_2_037,2.392
TX,FOODS_2_038,2.352
TX,FOODS_2_039,1.8
TX,FOODS_2_040,1.0
TX,FOODS_2_041,1.3
TX,FOODS_2_042,0.752
TX,FOODS_2_043,1.072
TX,FOODS_2_044,0.992
TX,FOODS_2_045,2.768
TX,FOODS_2_046,1.512
TX,FOODS_2_047,0.832
TX,FOODS_2_048,3.188
TX,FOODS_2_049,0.912
TX,FOODS_2_050,0.4
TX,FOODS_2_051,0.992
TX,FOODS_2_052,4.112
TX,FOODS_2_053,2.592
TX,FOODS_2_054,0.912
TX,FOODS_2_055,0.784
TX,FOODS_2_056,2.792
TX,FOODS_2_057,1.592
TX,FOODS_2_058,1.592
TX,FOODS_2_059,2.344
TX,FOODS_2_060,2.392
TX,FOODS_2_061,0.704
TX,FOODS_2_062,1.792
TX,FOODS_2_063,0.832
TX,FOODS_2_064,0.944
TX,FOODS_2_065,0.368
TX,FOODS_2_066,1.952
TX,FOODS_2_067,0.752
TX,FOODS_2_068,2.392
TX,FOODS_2_069,3.992
TX,FOODS_2_070,2.148
TX,FOODS_2_071,1.792
TX,FOODS_2_072,1.072
TX,FOODS_2_073,2.392
TX,FOODS_2_074,1.0
TX,FOODS_2_075,0.788
TX,FOODS_2_076,3.592
TX,FOODS_2_077,2.512
TX,FOODS_2_078,3.952
TX,FOODS_2_079,1.3
TX,FOODS_2_080,0.752
TX,FOODS_2_081,0.952
TX,FOODS_2_082,2.344
TX,FOODS_2_083,2.792
TX,FOODS_2_084,1.312
TX,FOODS_2_085,1.272
TX,FOODS_2_086,0.912
TX,FOODS_2_087,3.592
TX,FOODS_2_088,2.328
TX,FOODS_2_089,1.592
TX,FOODS_2_090,3.584
TX,FOODS_2_091,1.096
TX,FOODS_2_092,1.7
TX,FOODS_2_093,0.992
TX,FOODS_2_094,0.512
TX,FOODS_2_095,1.768
TX,FOODS_2_096,3.184
TX,FOODS_2_097,2.792
TX,FOODS_2_099,0.752
TX,FOODS_2_100,0.992
TX,FOODS_2_101,2.344
TX,FOODS_2_102,4.388
TX,FOODS_2_103,2.792
TX,FOODS_2_104,2.792
TX,FOODS_2_105,1.184
TX,FOODS_2_106,1.992
TX,FOODS_2_107,0.752
TX,FOODS_2_108,1.184
TX,FOODS_2_109,0.992
TX,FOODS_2_110,0.912
TX,FOODS_2_111,2.216
TX,FOODS_2_112,1.2
TX,FOODS_2_113,1.072
TX,FOODS_2_114,1.108
TX,FOODS_2_115,2.976
TX,FOODS_2_116,0.712
TX,FOODS_2_117,2.388
TX,FOODS_2_118,0.992
TX,FOODS_2_119,0.912
TX,FOODS_2_120,1.088
TX,FOODS_2_121,0.6
TX,FOODS_2_122,1.888
TX,FOODS_2_123,1.148
TX,FOODS_2_124,0.992
TX,FOODS_2_125,0.888
TX,FOODS_2_126,1.512
TX,FOODS_2_127,2.788
TX,FOODS_2_128,0.232
TX,FOODS_2_129,3.768
TX,FOODS_2_130,0.632
TX,FOODS_2_131,2.392
TX,FOODS_2_132,1.0
TX,FOODS_2_133,1.072
TX,FOODS_2_134,1.184
TX,FOODS_2_135,0.784
TX,FOODS_2_136,1.048
TX,FOODS_2_137,0.992
TX,FOODS_2_138,0.664
TX,FOODS_2_139,1.184
TX,FOODS_2_140,4.392
TX,FOODS_2_141,2.792
TX,FOODS_2_142,1.696
TX,FOODS_2_143,1.504
TX,FOODS_2_144,0.992
TX,FOODS_2_145,0.8
TX,FOODS_2_146,0.712
TX,FOODS_2_147,1.584
TX,FOODS_2_148,0.792
TX,FOODS_2_149,2.792
TX,FOODS_2_150,0.832
TX,FOODS_2_151,0.752
TX,FOODS_2_152,0.728
TX,FOODS_2_153,0.832
TX,FOODS_2_154,4.112
TX,FOODS_2_155,1.032
TX,FOODS_2_156,0.472
TX,FOODS_2_157,1.3
TX,FOODS_2_158,0.512
TX,FOODS_2_159,1.552
TX,FOODS_2_160,0.948
TX,FOODS_2_161,2.788
TX,FOODS_2_162,1.172
TX,FOODS_2_163,1.072
TX,FOODS_2_164,0.912
TX,FOODS_2_165,1.592
TX,FOODS_2_166,0.752
TX,FOODS_2_167,0.784
TX,FOODS_2_168,1.592
TX,FOODS_2_169,2.4
TX,FOODS_2_170,1.104
TX,FOODS_2_171,0.988
TX,FOODS_2_172,1.0
TX,FOODS_2_173,3.104
TX,FOODS_2_174,0.992
TX,FOODS_2_175,0.992
TX,FOODS_2_176,0.992
TX,FOODS_2_177,1.268
TX,FOODS_2_178,1.0
TX,FOODS_2_179,1.936
TX,FOODS_2_180,0.8
TX,FOODS_2_181,0.704
TX,FOODS_2_182,0.752
TX,FOODS_2_183,3.104
TX,FOODS_2_184,1.912
TX,FOODS_2_185,0.8
TX,FOODS_2_186,2.2
TX,FOODS_2_187,2.144
TX,FOODS_2_188,1.072
TX,FOODS_2_189,0.992
TX,FOODS_2_190,1.072
TX,FOODS_2_191,3.552
TX,FOODS_2_192,0.688
TX,FOODS_2_193,2.252
TX,FOODS_2_194,2.792
TX,FOODS_2_195,1.048
TX,FOODS_2_196,1.3
TX,FOODS_2_197,1.168
TX,FOODS_2_198,3.952
TX,FOODS_2_199,0.368
TX,FOODS_2_200,1.544
TX,FOODS_2_201,2.252
TX,FOODS_2_202,1.088
TX,FOODS_2_203,1.192
TX,FOODS_2_204,0.368
TX,FOODS_2_205,1.072
TX,FOODS_2_206,4.104
TX,FOODS_2_207,2.392
TX,FOODS_2_208,2.792
TX,FOODS_2_209,2.388
TX,FOODS_2_210,1.496
TX,FOODS_2_211,0.968
TX,FOODS_2_212,1.512
TX,FOODS_2_213,1.392
TX,FOODS_2_214,1.032
TX,FOODS_2_215,0.784
TX,FOODS_2_216,1.488
TX,FOODS_2_217,1.696
TX,FOODS_2_218,1.3
TX,FOODS_2_219,1.072
TX,FOODS_2_220,0.752
TX,FOODS_2_221,0.392
TX,FOODS_2_222,1.0
TX,FOODS_2_223,0.752
TX,FOODS_2_224,1.896
TX,FOODS_2_225,0.992
TX,FOODS_2_226,2.392
TX,FOODS_2_227,1.788
TX,FOODS_2_228,1.888
TX,FOODS_2_229,0.752
TX,FOODS_2_230,0.752
TX,FOODS_2_231,0.992
TX,FOODS_2_232,0.784
TX,FOODS_2_233,1.152
TX,FOODS_2_234,0.792
TX,FOODS_2_235,1.072
TX,FOODS_2_236,1.016
TX,FOODS_2_237,0.992
TX,FOODS_2_238,0.6
TX,FOODS_2_239,4.308
TX,FOODS_2_240,0.752
TX,FOODS_2_241,0.928
TX,FOODS_2_242,0.992
TX,FOODS_2_243,2.392
TX,FOODS_2_244,2.136
TX,FOODS_2_245,1.184
TX,FOODS_2_246,0.872
TX,FOODS_2_247,0.744
TX,FOODS_2_248,1.488
TX,FOODS_2_249,1.176
TX,FOODS_2_250,4.388
TX,FOODS_2_251,2.792
TX,FOODS_2_252,1.588
TX,FOODS_2_253,3.192
TX,FOODS_2_254,2.512
TX,FOODS_2_255,0.744
TX,FOODS_2_256,2.248
TX,FOODS_2_257,0.4
TX,FOODS_2_258,1.088
TX,FOODS_2_259,1.468
TX,FOODS_2_260,1.072
TX,FOODS_2_261,3.952
TX,FOODS_2_262,0.752
TX,FOODS_2_263,1.7
TX,FOODS_2_264,1.3
TX,FOODS_2_265,1.352
TX,FOODS_2_266,3.696
TX,FOODS_2_267,0.664
TX,FOODS_2_268,1.352
TX,FOODS_2_269,1.072
TX,FOODS_2_270,1.192
TX,FOODS_2_271,4.392
TX,FOODS_2_272,0.752
TX,FOODS_2_273,1.072
TX,FOODS_2_274,2.792
TX,FOODS_2_275,0.784
TX,FOODS_2_276,1.168
TX,FOODS_2_277,0.512
TX,FOODS_2_278,1.0
TX,FOODS_2_279,1.0
TX,FOODS_2_280,1.3
TX,FOODS_2_281,2.392
TX,FOODS_2_282,2.792
TX,FOODS_2_283,0.472
TX,FOODS_2_284,0.988
TX,FOODS_2_285,0.944
TX,FOODS_2_286,0.632
TX,FOODS_2_287,1.032
TX,FOODS_2_288,1.072
TX,FOODS_2_289,0.992
TX,FOODS_2_290,1.108
TX,FOODS_2_291,2.792
TX,FOODS_2_292,1.192
TX,FOODS_2_293,1.272
TX,FOODS_2_294,0.392
TX,FOODS_2_295,4.112
TX,FOODS_2_296,1.184
TX,FOODS_2_297,1.7
TX,FOODS_2_298,4.112
TX,FOODS_2_299,0.628
TX,FOODS_2_300,1.992
TX,FOODS_2_301,0.872
TX,FOODS_2_302,4.104
TX,FOODS_2_303,0.752
TX,FOODS_2_304,1.472
TX,FOODS_2_305,4.192
TX,FOODS_2_306,1.536
TX,FOODS_2_307,1.0
TX,FOODS_2_308,0.992
TX,FOODS_2_309,0.984
TX,FOODS_2_310,1.592
TX,FOODS_2_311,0.832
TX,FOODS_2_312,1.992
TX,FOODS_2_313,3.464
TX,FOODS_2_314,1.592
TX,FOODS_2_315,0.992
TX,FOODS_2_316,4.104
TX,FOODS_2_317,4.112
TX,FOODS_2_318,1.992
TX,FOODS_2_319,0.992
TX,FOODS_2_320,0.744
TX,FOODS_2_321,0.992
TX,FOODS_2_322,0.988
TX,FOODS_2_323,1.3
TX,FOODS_2_324,1.032
TX,FOODS_2_325,0.4
TX,FOODS_2_326,0.368
TX,FOODS_2_327,0.672
TX,FOODS_2_328,1.768
TX,FOODS_2_329,1.152
TX,FOODS_2_330,1.504
TX,FOODS_2_331,1.072
TX,FOODS_2_332,1.308
TX,FOODS_2_333,1.272
TX,FOODS_2_334,4.104
TX,FOODS_2_335,1.308
TX,FOODS_2_336,0.992
TX,FOODS_2_337,2.512
TX,FOODS_2_338,1.148
TX,FOODS_2_339,1.7
TX,FOODS_2_340,1.184
TX,FOODS_2_341,1.032
TX,FOODS_2_342,2.344
TX,FOODS_2_343,1.3
TX,FOODS_2_344,1.072
TX,FOODS_2_345,3.192
TX,FOODS_2_346,0.8
TX,FOODS_2_347,0.628
TX,FOODS_2_348,2.344
TX,FOODS_2_349,2.392
TX,FOODS_2_350,0.6
TX,FOODS_2_351,1.184
TX,FOODS_2_352,4.104
TX,FOODS_2_353,0.968
TX,FOODS_2_354,1.992
TX,FOODS_2_355,1.108
TX,FOODS_2_356,0.992
TX,FOODS_2_357,0.628
TX,FOODS_2_358,0.992
TX,FOODS_2_359,0.628
TX,FOODS_2_360,0.232
TX,FOODS_2_361,1.472
TX,FOODS_2_362,2.792
TX,FOODS_2_363,1.032
TX,FOODS_2_364,0.872
TX,FOODS_2_365,4.388
TX,FOODS_2_366,1.152
TX,FOODS_2_367,1.592
TX,FOODS_2_368,2.792
TX,FOODS_2_369,1.948
TX,FOODS_2_370,1.992
TX,FOODS_2_371,0.628
TX,FOODS_2_372,3.468
TX,FOODS_2_373,1.896
TX,FOODS_2_374,0.628
TX,FOODS_2_375,1.952
TX,FOODS_2_376,0.712
TX,FOODS_2_377,1.108
TX,FOODS_2_378,1.056
TX,FOODS_2_379,2.792
TX,FOODS_2_380,1.992
TX,FOODS_2_381,0.784
TX,FOODS_2_382,1.248
TX,FOODS_2_383,0.752
TX,FOODS_2_384,0.624
TX,FOODS_2_385,1.048
TX,FOODS_2_386,1.072
TX,FOODS_2_387,5.188
TX,FOODS_2_388,1.184
TX,FOODS_2_389,4.112
TX,FOODS_2_390,2.448
TX,FOODS_2_391,0.752
TX,FOODS_2_392,1.992
TX,FOODS_2_393,1.592
TX,FOODS_2_394,0.912
TX,FOODS_2_395,1.592
TX,FOODS_2_396,0.992
TX,FOODS_2_397,0.992
TX,FOODS_2_398,0.792
TX,FOODS_2_399,0.752
TX,FOODS_3_001,0.912
TX,FOODS_3_002,1.0
TX,FOODS_3_003,1.592
TX,FOODS_3_004,1.708
TX,FOODS_3_005,0.792
TX,FOODS_3_006,3.152
TX,FOODS_3_007,0.08
TX,FOODS_3_008,0.316
TX,FOODS_3_009,0.912
TX,FOODS_3_010,1.112
TX,FOODS_3_011,0.792
TX,FOODS_3_012,0.864
TX,FOODS_3_013,0.952
TX,FOODS_3_014,0.792
TX,FOODS_3_015,0.512
TX,FOODS_3_016,1.192
TX,FOODS_3_017,0.792
TX,FOODS_3_018,1.8
TX,FOODS_3_019,0.792
TX,FOODS_3_020,0.5
TX,FOODS_3_021,0.992
TX,FOODS_3_022,0.792
TX,FOODS_3_023,1.592
TX,FOODS_3_024,0.392
TX,FOODS_3_025,1.152
TX,FOODS_3_026,0.792
TX,FOODS_3_027,0.8
TX,FOODS_3_028,1.4
TX,FOODS_3_029,0.5
TX,FOODS_3_030,0.5
TX,FOODS_3_031,1.592
TX,FOODS_3_032,1.192
TX,FOODS_3_033,1.0
TX,FOODS_3_034,1.0
TX,FOODS_3_035,1.432
TX,FOODS_3_036,1.152
TX,FOODS_3_037,1.0
TX,FOODS_3_038,1.992
TX,FOODS_3_039,1.712
TX,FOODS_3_040,1.0
TX,FOODS_3_041,1.192
TX,FOODS_3_042,0.592
TX,FOODS_3_043,1.0
TX,FOODS_3_044,1.152
TX,FOODS_3_045,1.592
TX,FOODS_3_046,0.704
TX,FOODS_3_047,0.4
TX,FOODS_3_048,0.664
TX,FOODS_3_049,1.872
TX,FOODS_3_050,0.592
TX,FOODS_3_051,0.792
TX,FOODS_3_053,1.592
TX,FOODS_3_054,0.656
TX,FOODS_3_055,1.392
TX,FOODS_3_056,0.792
TX,FOODS_3_057,1.0
TX,FOODS_3_058,0.792
TX,FOODS_3_059,0.788
TX,FOODS_3_060,1.192
TX,FOODS_3_061,1.192
TX,FOODS_3_062,1.072
TX,FOODS_3_063,0.752
TX,FOODS_3_064,0.4
TX,FOODS_3_065,1.392
TX,FOODS_3_066,1.192
TX,FOODS_3_067,1.512
TX,FOODS_3_068,0.992
TX,FOODS_3_069,1.188
TX,FOODS_3_070,0.08
TX,FOODS_3_071,0.536
TX,FOODS_3_072,1.0
TX,FOODS_3_073,1.192
TX,FOODS_3_074,1.592
TX,FOODS_3_075,1.152
TX,FOODS_3_076,0.5
TX,FOODS_3_077,1.0
TX,FOODS_3_078,1.188
TX,FOODS_3_079,2.392
TX,FOODS_3_080,0.592
TX,FOODS_3_081,1.8
TX,FOODS_3_082,0.792
TX,FOODS_3_083,7.592
TX,FOODS_3_084,0.792
TX,FOODS_3_085,1.192
TX,FOODS_3_086,0.5
TX,FOODS_3_087,1.0
TX,FOODS_3_088,1.112
TX,FOODS_3_089,0.4
TX,FOODS_3_090,0.5
TX,FOODS_3_091,1.952
TX,FOODS_3_092,1.472
TX,FOODS_3_093,0.788
TX,FOODS_3_094,1.192
TX,FOODS_3_095,2.152
TX,FOODS_3_096,1.712
TX,FOODS_3_097,0.8
TX,FOODS_3_098,1.712
TX,FOODS_3_099,0.792
TX,FOODS_3_100,1.592
TX,FOODS_3_101,0.4
TX,FOODS_3_102,0.792
TX,FOODS_3_103,1.192
TX,FOODS_3_104,1.192
TX,FOODS_3_105,1.152
TX,FOODS_3_106,0.4
TX,FOODS_3_107,0.752
TX,FOODS_3_108,0.4
TX,FOODS_3_109,0.4
TX,FOODS_3_110,3.472
TX,FOODS_3_111,1.992
TX,FOODS_3_112,1.192
TX,FOODS_3_113,0.6
TX,FOODS_3_114,1.072
TX,FOODS_3_115,1.712
TX,FOODS_3_116,0.4
TX,FOODS_3_117,0.788
TX,FOODS_3_118,0.4
TX,FOODS_3_119,1.712
TX,FOODS_3_120,1.992
TX,FOODS_3_121,1.192
TX,FOODS_3_122,1.0
TX,FOODS_3_123,0.988
TX,FOODS_3_124,1.992
TX,FOODS_3_125,1.992
TX,FOODS_3_126,1.392
TX,FOODS_3_127,1.312
